Hotel Names,Price,Rating,Amenities,Info,Attractions,Address,City,Latitude,Longitude
The Galaxy Hotel,,3.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessConference facilitiesNon-smoking hotelFree internetWifiPublic wifiInternetBreakfast buffetCar hireBanquet roomMeeting roomsDry cleaningLaundry service,"We are centrally located in the heart of the Rajkot (Saurashtra, Gujarat). We have extremely spacious, well carpeted rooms equipped with modern facilities like AC, LCD, fast and free WiFi, Room Service, In-house restaurants, In-Room brewing stations and Complimentary breakfast. Whether you want luxury or best value, we have rooms to suit your requirements.","('Mahabat Maqbara', 'Rajkumar College', 'Kaba Gandhi No Delo', 'Mahatma Gandhi High School')","3, Jawahar Road, Trikon Baug Chowk, Panchnath Plot, Trikon Baug, Rajkot 360001 India",Rajkot,,
Jayson by Innovic Hotels,,,Free parkingFree High Speed Internet (WiFi)Bar / loungeShuttle bus serviceConference facilitiesBanquet roomBaggage storageCurrency exchangeValet parkingParkingFree internetWifiInternetRestaurantBreakfast in the roomSpecial diet menusCar hireTaxi serviceMeeting roomsFax / photocopyingNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outIroning serviceShoeshine,"HOTEL JAYSONs offers you an ambience of quiet elegance coupled with superb cuisine and unparalleled personal attention. This City hotel is centrally located in RAJKOT, with wide spacious rooms. For those with discriminating tastes and an appreciation of excellence, this is the perfect haven. Hospitality and good service await you.","('Mahabat Maqbara', 'Rajkumar College', 'Mahatma Gandhi High School', 'Jay Siyaram Pendawala')","Subash Road, Opp Tata Indicom Limda Chowk, Rajkot 360001 India",,,
Svasti 3B,,4.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportation24-hour securityBaggage storage24-hour front deskParkingFree internetWifiInternetRestaurantBreakfast availableComplimentary welcome drinkCurrency exchangeFirst aid kitLaundry service,"SVASTI 3B is a contemporary hotel located in heart of the city. It is designed with a view for the comfort of both the leisure and business travellers. We have 25 well-appointed rooms furnished with all the modern amenities to ensure maximum guest comfort.

In keeping with the SVASTI Tradition of 'Revitalizing Hospitality',
SVASTI 3B, Jamnagar offers an unforgettable experience.

Access

Airport is 4 kilometres away from the Hotel.
Railway Station is 5 kilometres away from the Hotel.
Jamnagar is located on National Highway 8E (NH8E).","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Samarpan Circle Opp. Sainik Bhavan, Satyam Colony, Jamnagar 361006 India",Jamnagar,,
Hotel Celebration,,3.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationNon-smoking hotelDry cleaningFree internetWifiInternetRestaurantBreakfast buffetLaundry service,"Conveniently located in the midst of prominent & commercial hubs. Just 8 km away from airport and 2 km from railway station. We provide complimentary breakfast and Wi-Fi. We also provide airport pick up and drop. 24 hour staffing and room service. We have multi-cuisine restaurant, AC, banquet/conference hall and gym facility","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Indira Gandhi Marg near Gurudwara Circle, Jamnagar 361008 India",Jamnagar,,
Hotel Hirisa,,5.0,Free parkingFree High Speed Internet (WiFi)Free internetWifiInternetSpa,"We are also the first hotel in Jamnagar to give our guests the option of a 24-hour check-in/check-out, making it extremely convenient for our guests who travel with a tight schedule. Come and experience redefined luxury and make your visit to Jamnagar a memorable one!","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","2nd Floor Vinayak Plaza Opp To Hotel Fortune Palace, Jamnagar 361006 India",Jamnagar,,
OYO 41352 The Hotel By Summair Sports Club,,4.0,,"Edition O 30082 Baga Alchemy Creek is ideally located in the heart of Goa. A perfect choice for the business and leisure travellers, the hotel offers quality comfort at unbelievable prices. Maintained by a skilled and hospitable staff, we ensure to provide you an attentive and personalized service. The rooms have been designed per the taste of modern travellers with each element of decoration chosen passionately. You can find all the amenities like Swimming Pool, AC, Pre Book Meals to your comfort.Apart from the comfort amenities, OYO also ensures to offer you the best safety facilities. We have round-the-clock availability of professional security, first-aid and fire extinguisher.Apart from this, we also have a 24-hour helpdesk to resolve all your queries. Be it a leaking shower or an unclean bedsheet, were happy to help you with all your problems.What's NearbyWander around the city visiting its top attraction like Casino Palms, Church Of St Alex Goa and St. Cajetan Church. Come back to rest your head in OYOs peaceful environment.Dont worry if you get short on cash, as there is ATM BOI, Syndicate Bank ATM and Citibank Atm located at a walkable distance.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Near Jamnagar Bus, Jamnagar 361005 India",Jamnagar,,
Eco Inn Hotel,,,,,"('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","Gandhi Plaza, Opp Anupam Talkies, Bedi Gate Road, Jamnagar 361001 India",,,
Anaya Beacon Hotel,$ 52,4.5,Free parkingFree High Speed Internet (WiFi)Free internetFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationDry cleaningLaundry serviceWifiInternetRestaurant,"Anaya Beacon Hotel is a smart & efficient business hotel with 40 rooms. The hotel offers the finest of accommodations with a mix of Deluxe Rooms, Executive Rooms, larger Executive Premium Rooms, a Suite and has a multi-cuisine vegetarian restaurant. The hotel is centrally located and with easy access to public transport.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Aerodrome Road Imperial Commercial Space, Nr. Raj Chamber, Jamnagar 361006 India",Jamnagar,,
Hotel Fortune Palace,,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesFacial treatmentsFree internetWifiPublic wifiInternetRestaurantBreakfast availableBreakfast buffetBreakfast in the roomBanquet roomMeeting roomsFax / photocopyingFoot massageFull body massageHand massageHead massageMakeup servicesManicureMassageMassage chairNeck massagePedicureSalonWaxing servicesConcierge24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"A unique blend of contemporary design and urban style Hotel Fortune Palace creates a striking landmark in the City of Jamnagar. An officially categorised first four star hotel stands tall and proud as the symbol of timeless Indian Hospitality, where innovation, ideas and change are the way to the future. Our hotel is designed with business & leisure tourism in mind, and it's just minutes from city shopping facilities, key attractions, sumair club, coastal line, besides directly linking to the city airport, bus and railways station in < 5 Kms distance. Our hotel is a city icon, serving an array of international delights under a soaring atrium where each guest interaction is a memorable experience. The 45 luxurious and elegant rooms together with our special HFP suites offer the space and exclusivity to enjoy highest level of great service, ultimate comfort and style with exquisite cuisine, relaxing leisure facilities along with far-reaching banquet and conference service facilities makes us best in the industry. Come be our guest in Jamnagar! And make the most out of our premier concierge services, tailored treatments at our beauty salon & gym together with on-site as well as in-room dining options which will make you feel special.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Near Digjam Circle Airport Road, Jamnagar 361006 India",Jamnagar,,
Hotel Aram,$ 46,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesFoot massageSecured parkingFree internetWifiInternetYoga classesRestaurantBreakfast buffetSpecial diet menusCar hireBanquet roomMeeting roomsFax / photocopyingFull body massageHand massageHead massageMassageNeck massageBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Hotel Aram is established before 40 years in a heritage building which had been owned in those days by the Jadeja Dynasty of the Nawanagar State. The Navanagar State had been one of the leading & highly advanced states of the olden days. The building is located in a prime area of Jamnagar city having open lush green Garden Restaurant. The Burmese wood is judiciously used in the building. The wood carving work of balustrade, main door frames, windows, etc, is really breathtaking. The elevation of the building resembles to Victorian architectural pattern.Hotel Aram is updated confirming to all modernized amenities. It has altogether, 30 rooms having all amenities within their four walls. It has highly modernized and very sophisticated Suites, Executive and Deluxe rooms meeting with the guests’ choice. It has also 3 conference rooms equipped with projector, lcd and audio systems.The restaurant caters fully hygienic various mouth-watering dishes of Gujarati, Punjabi, South Indian & Chinese recipes.Hotel Aram has various other amenities, viz. fully equipped gymnasium, valet- parking, most hygienic in-house laundry, RO plant, back-up generator, complimentary Wi-Fi internet service, airport pick-up service and spacious vehicle parking area of 8000 sq feet.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","Nand Niwas,Pandit Nehru Marg Pandit Nehru Marg - Opp Dkv College, Jamnagar 361008 India",Jamnagar,22.3511148,78.6677428
OYO 24534 Hotel President,,4.0,Free parkingFree High Speed Internet (WiFi)Free breakfastAirport transportationBusiness Centre with Internet AccessConference facilitiesConciergeDry cleaningFree internetWifiPublic wifiInternetRestaurantMeeting roomsLaundry service,46 well appointed rooms & suites. Situated in the heart of Jamnagar. 24 hour multi-cuisine restaurant. A 24 hour front desk. Daily housekeeping included in the room rate. Private bathroom for each unit. Travel assistance to various places in Jamnagar.,"('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","Teen Batti, Jamnagar 361001 India",Jamnagar,,
Hotel Kirti,,4.5,Free parkingFree internetBreakfast availableChildren Activities (Kid / Family Friendly)Airport transportationMeeting roomsFax / photocopyingRooftop terraceWifiNon-smoking hotelShared lounge / TV area24-hour front deskDry cleaningLaundry serviceWashing machineIroning serviceShoeshine,"Hotel Kirti have Spacious rooms design for comfort,Well appointed rooms designed for a comfortable stay.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","Opp Anupam Cinema, Jamnagar 361001 India",Jamnagar,,
7 Seasons Resort & Spa,,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolBar / loungeBicycle rentalBabysittingChildren Activities (Kid / Family Friendly)Free internetWifiPublic wifiInternetSaunaHot bathRestaurantBreakfast availableKids clubAirport transportationShuttle bus serviceCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpaBaggage storageConciergeCurrency exchangeDry cleaningLaundry service,"With 28 rooms & suites that include an attached lawn, balcony or a fountain view, the 7 seasons Resort & Spa – Jamnagar offers every guest to a personal retreat.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","7 Seasons Resort & Spa Nr. Vinayak Prakruti Khambhaliya - Dwarika Highway Village, Jamnagar 361006 India",Jamnagar,,
Hotel Harmony,$ 8,5.0,Free parkingFree High Speed Internet (WiFi)RestaurantChildren Activities (Kid / Family Friendly)ConciergeNon-smoking hotelDry cleaningLaundry serviceFree internetWifiPublic wifiInternetBreakfast availableSelf-serve laundry,"We are situated in heart of Jamnagar city from where you have access to Main Market Area/Super Markets etc at walking distance. Railway station in just 10 Minutes away ST Bus Stand just 05 Minutes away Gurudwara Chowkady just 03 Minutes away We have ample space having total 30 Rooms Lift facility also available exclusively for our Hotel A/c as well as Non A/c Rooms are available, Free WIFI 24 Hours Room Service Running Hot and Cold Water 24 Hours We also provide FREE KITCHEN FACILITY for self cooking (VEG/NON VEG )along with Gas connection and vessels","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","DSP Bunglow Rd 3rd & 4th Floor Panorama Complex Opp. Near Teen Batti, Jamnagar 361001 India",Jamnagar,,
OYO 63984 Van Vihar The Tree Resort,$ 20,4.5,Free parkingBar / loungeRestaurantChildren Activities (Kid / Family Friendly)Laundry service,"Set amidst gorgeous greenery, this sprawling property offers large rooms decorated with beautiful paintings and equipped with classy wooden furniture. Guests can relish tasty dishes at the onsite restaurant or unwind in the lovely garden. Near Nageshwar Colony, in Jamnagar, this property is also close to Jamnagar Airport. Sandohi Devi Mandir, Juna Nagna Ram Mandir, Ganesh Temple, Jagdeshwar Mahadev Temple, Gatrad Dham Temple, Kamala Devi Ram Mandir, Hanuman, and Lakhota Palace and Museum are the places to visit near this stay. AmenitiesApart from plush beds in different sizes, the rooms here are equipped with televisions, air-conditioning, and attached bathrooms with geysers. The place is also equipped with tea/coffee makers, hairdryers, and intercom facility. Other amenities include power backup, free Wi-Fi, parking facility and CCTV. What's NearbyGuests can try tempting dishes at the closely situated restaurants including Fauji Punjabi Dhaba, Harshad Rajputana Lodge, Bharat Restaurant, Chicken Kuk Du Kuk and Tea Post. The Jamnagar Old railway station is also located close to the property.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","Nageshwar Colony, Jamnagar 361008 India",Jamnagar,,
Hotel Ravi Residency,$ 23,4.5,Free parkingFree High Speed Internet (WiFi)Free internetFree breakfastBreakfast availableNon-smoking hotelDry cleaningLaundry serviceWifiInternet,"Welcome to Hotel Ravi Residency, Jamnagar... We are located in one of the most posh areas of our beautiful and peaceful city, Jamnagar in the state of Gujarat. Jamnagar have a coastal area and is famous for various aspects, like for many Businessmen it's the 'Brass city', for religiously inclined people it's their 'Chota Kashi' and among corporates it's better known as ‘World's Oil City'. We are closely located to Jamnagar’s Gandhinagar railway station, also Bus stand is quite within reach of a few Kms and airport too is less than 10 kms away from our hotel. We are a limited service hotel with various elementary services. We ought to offer clean, comfortable and affordable stay with spacious, furnished and well ventilated rooms ensuring most efficient service and hospitality to all our guest customers. We have various categories of A/c and Non A/c rooms including Budget Economy, Executive Deluxe rooms, along with other grander options of PREMIER Club, Imperial SUITE and QUAD Cl","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","- 'Ravi' Paras Society, Bedi Bunder Road, Behind Domino's Pizza,Opp Panchvati Society, Jamnagar 361002 India",Jamnagar,,
Capital O 48712 Hotel Foliage,$ 34,3.5,Free parkingFree High Speed Internet (WiFi)Free breakfastRestaurantChildren Activities (Kid / Family Friendly)Baggage storageCurrency exchangeLaundry service,"Location Capital O 48712 Hotel Foliage is located on Pandit Nehru Marg opposite Amber Cinema in Valkeshwari Park Colony in Jamnagar. It is situated at a distance of just a few minutes by road from Darbar Gadh, Lakhota Palace and Museum, Raksha Shakti Smarak, Garbi Chowk, Pavan Chakki, and Diamond Circle.Special FeaturesThe rooms are classy and stylish with great furnishings and decor. The lobby is large and inviting and the building exterior looks splendid as well.AmenitiesThe rooms come with a single bed, TV, AC, mini fridge, and free WiFi. The hotel has a card payment option, CCTV cameras, and power backup.What's NearbyThere are many restaurants and eateries nearby such as Kutchi King, Bajrang Restaurant, Sankalp Restaurant The Taste Of South, The Masala Darbar, and Yummy's Food","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","P.N. Marg Opposite Amber Cinema, Jamnagar 361008 India",Jamnagar,,
OYO 29002 Hotel Rivera Golden Crown,,3.0,Free parkingFree breakfast,"It was nice stay. I was very happy and impressed with the service from hotel staff. Room was small but nice for short stay. There was all basic facilities like WiFi, Air conditioner, TV available in Room. Food also available and it was too tasty but rate was slightly higher.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Baps Shri Swaminarayan Mandir')","11 Patel Colony Pandit Nehru Marg, Jamnagar 361008 India",Jamnagar,,
Janki Hotel,$ 13,4.5,Free parkingFree High Speed Internet (WiFi)RestaurantChildren Activities (Kid / Family Friendly)Pets Allowed ( Dog / Pet Friendly )Fax / photocopyingBaggage storageCurrency exchangeSecured parkingStreet parkingBreakfast in the roomKids' mealsSnack barATM on site24-hour front deskLaundry service,"Hotel Janki was small hotel, but service was too good. It was good place for short stay. Rate was reasonable compared too other same hotel. Room was small but with all basic amenities. Cleaning was good. Staff was helpful and cooperative.","('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","KV Road, Jamnagar 361001 India",Jamnagar,,
Royal Stay Hotel,$ 42,4.5,Fitness Centre with Gym / Workout RoomPoolBar / loungeRestaurantConciergeLaundry service,I was very happy with stay. Service was very great. Staff w professional. Goo htel for tsay  for bussiness tour also. There was gnice ambience in hotel. Fitness centre was also well equipped with new equipments.,"('Bala Hanuman Temple', 'Dwarkadhish Temple', 'Lakhota Talav', 'Khijadiya Bird Sanctuary')","Pandit Nehru Marg Next to Ambar Cinema, Jamnagar India",Jamnagar,,
Grand Mercure Gandhinagar Gift City,$ 76,5.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastKids stay freeChildren Activities (Kid / Family Friendly)Airport transportationFree internetWifiFree wifi in the business centreInternetYoga roomFitness / spa changing roomsPool / beach towelsInfinity poolOutdoor poolBar / loungeCoffee shopRestaurantBreakfast availableBreakfast buffetBreakfast in the roomComplimentary welcome drinkOutdoor dining areaBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpa24-hour securityBaggage storageCurrency exchangeNewspaperNon-smoking hotelFirst aid kit24-hour front deskLaundry serviceIroning serviceShoeshine,"Step through the portals of Grand Mercure Gandhinagar Gift City and discover a world of comfort blended tastefully with ancient traditions. Located at the heart of GIFT (Gujarat International Finance Tec) City - Gandhinagar, the 5-star hotel offers 151 contemporary rooms and suites, Hi-speed WiFi, an infinity swimming pool, a well-equipped fitness centre (Sukaya), and one-of-a-kind yoga pavilion (Praana). Samaroh, the specialty poolside restaurant offers an eclectic Indian vegetarian & Gujarati cuisine, Sangam, the 24x7 multi-cuisine restaurant features global and local delicacies. Well-equipped banquets and meeting rooms are designed to suit all types of business meetings, conferences, and social gatherings. The airport is a fast drive to the hotel and is located just 18 km away. All major business centres such as GIFT Towers 1 and 2, Brigade International Finance Centre, and GIFT International Centre are within walking distance from the hotel. The iconic Akshardham Temple is only 13 km away, Mahatma Mandir Convention and Exhibition Centre (15 km away), IIT Gandhinagar (7.5 km away).","('Indroda Nature Park', 'Dandi Kutir', 'Riverfront Flower Park', 'Sarita Udhyan')",Gandhinagar 382355 India,Gandhinagar,,
Hotel Berlin,,4.5,Free parkingFree High Speed Internet (WiFi)Free breakfastBicycle rentalChildren Activities (Kid / Family Friendly)Airport transportationMeeting roomsBaggage storageFree internetWifiPublic wifiInternetRestaurantBreakfast availableCar hireNon-smoking hotelDry cleaningLaundry serviceSelf-serve laundry,"THE hotel located at door steps of Gandhinagar on Sarkhej Gandhinagar Highway, KH-0 Sargasan Cross Road which leads to 2 major upcoming historic landmarks. Hotel Berlin offers a blend of Eastern and Western hospitality in an atmosphere of timeless elegance beyond comfortable and stylish rooms. Hotel is ideal for Corporate or leisure travelers. The hotel is well furnished with wooden flooring 18 bed rooms which includes 11 suites and 7 executives. All rooms are equipped with convenience like A.C, Flat Screen TV, Mini-fridge and Free Wi-Fi with high speed internet access. Complimentary Morning Breakfast, Round the Clock - In Room Dining. Hospitality with a difference, Feel at Home Comfort. Great Location and Service, “A state of Art Facility” which will meet your highest expectations that will put a smile on your face. We are looking forward to welcome you at Hotel Berlin.","('Dada Bhagwan Temple', 'Adalaj Trimandir', 'Indroda Nature Park', 'Dandi Kutir')","103 Kh Road Sargasan, Gandhinagar 382421 India",Gandhinagar,,
Hotel Hillton Inn,,1.5,Free parkingFree High Speed Internet (WiFi)RestaurantChildren's television networksCar hireFax / photocopyingSalonBaggage storageStreet parkingBreakfast in the roomConvenience storeCurrency exchangeGift shopNewspaperNon-smoking hotelOutdoor furnitureShared lounge / TV areaShops24-hour front deskPrivate check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Welcome to OYO 5900 Hotel Hillton INN, your Gandhinagar “home away from home.” OYO 5900 Hotel Hillton INN aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.	As your “home away from home,” the hotel rooms offer air conditioning, a sofa, and extra long beds, and getting online is easy, with free wifi available.	Guests have access to 24 hour front desk, room service, and baggage storage while staying at OYO 5900 Hotel Hillton INN. In addition, OYO 5900 Hotel Hillton INN offers a restaurant, which will help make your Gandhinagar trip additionally gratifying. And, as an added convenience, there is free parking available to guests.	While in Gandhinagar be sure to experience nearby Italian restaurants such as Shamiyana.	If you’re looking for something to do, The Vithalbhai Patel Bhawan is a nice way to spend some time.	OYO 5900 Hotel Hillton INN puts the best of Gandhinagar at your fingertips, making your stay both relaxing and enjoyable.	","('Swaminarayan Akshardham', 'Dada Bhagwan Temple', 'Gurudwara Gobind Dham', ""Sabarmati Ashram / Mahatma Gandhi's Home"")","3rd Floor To 310 Reliance Cross Road, Gandhinagar 382016 India",Gandhinagar,,
Pai Resorts,$ 39,3.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessConference facilitiesNewspaperSecured parkingFree internetWifiInternetRestaurantCar hireBanquet roomMeeting roomsFax / photocopyingNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,"Our accomadation perfectly reflects the resorts colourful charm and tranquility, unique decor combined with varied texture, opulent in decor and detailed. Every room is well equipped with all amneties, L.C.D Television, refrigerator, coffee maker, A/C split unit, wi-fi and a ready travel desk. SUITES Enjoy the comfort and space of these rooms with balconies that give a strong flow of natural light and breeze. A cosy set-out at the balcony for a evening coffee or a bottle of wine. Number of Suites - 5 DELUXE ROOMS Perfectly suited to couples who need to get away, families looking to relax and unwind and even corporate employees seeking to recharge themselves VillA Amenities : - Air conditioned deluxe rooms with modern amenities attached bathroom telephone service & WiFi facility Room Service Television with Cable Full fleged kitchen with fridge STD/ISD, Hot & Cold Water and a front travel desk. The resort also features a multi-cuisine restaurant, a spacious banquet hall to conduct events and conferences, and an exquiste lawn that can capacitate 1000 people . At The Pai Hotels and Resorts, work is serious business. And our approach reflects in the different business packages we offer you. So if you're coming in alone, with a few colleagues or even with a delegation-load of people, you can get assured that we will have the right package to suit your precise needs.","('Dada Bhagwan Temple', 'Gurudwara Gobind Dham', ""Sabarmati Ashram / Mahatma Gandhi's Home"", 'Adalaj Trimandir')","1044/381, Kanakdas Circle, Gandhinagar 590016 India",Gandhinagar,,
7 Wonders Hotel,$ 41,4.0,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Conference facilitiesBanquet roomConciergeNon-smoking hotelFree internetWifiInternetRestaurantBreakfast availableMeeting roomsDry cleaningLaundry serviceSelf-serve laundry,"A Boutique Hotel offering 4 star facilities - A Premier hotel situated at Kudasan on Ahmedabad Airprt to Gandhinagar Highway, offering an abundance of Twin City of Ahmedabad and Gandhinagar Access and a superior level of luxury and top-notch service.Ideally located in the heart of upcoming Financial Tech City GIFT, 7 Wonders offers easy access to the Major Commercial Area, Shopping Centers, Business Houses and Tourist Attractions. Our hotel is perfect for business trips, weekend getaways or leisure travel. Unwind in any of our 19 richly appointed guest rooms and suites, filled with Luxury, Superb Amenities and always have attentive professionals to make your stay a memorable one.",,"Kudasan - Por Road 7th Floor, Ugati Corporate Park, Opp. Pratik Mall, Gandhinagar 382421 India",Gandhinagar,,
OYO 8406 Hotel Marigold,,4.0,Free parkingFree High Speed Internet (WiFi)Restaurant24-hour front deskLaundry service,"OYO 8406 Hotel Marigold is an excellent choice for travellers visiting Gandhinagar, offering a budget friendly environment alongside many helpful amenities designed to enhance your stay.	Rooms at OYO 8406 Hotel Marigold offer air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.	24 hour front desk and room service are some of the conveniences offered at this hotel. A restaurant will also help to make your stay even more special. If you are driving to OYO 8406 Hotel Marigold, free parking is available.	For those interested in checking out Capital Complex (2.7 km) while visiting Gandhinagar, OYO 8406 Hotel Marigold is a short distance away.	While in Gandhinagar, you may want to check out some of the restaurants that are a short walk away from OYO 8406 Hotel Marigold, including Us Pizza (0.0 km), Gokul Dining Hall (0.0 km), and Hotel Ghunghat Garden Restaurant (1.9 km).	If you’re looking for something to do, Dandi Kutir (1.6 km) and Children's Park (1.9 km) are a nice way to spend some time, and they are all within walking distance of OYO 8406 Hotel Marigold.	Enjoy your stay in Gandhinagar!	",,"Plot No. 281, Sector-16 Mahatma Mandir, Gandhinagar 382016 India",Gandhinagar,,
Cambay Sapphire,,3.0,Free parkingWifiFitness Centre with Gym / Workout RoomPoolCoffee shopBadmintonGame roomBabysittingValet parkingParkingSaunaRestaurantBreakfast buffetGolf courseTennis courtTable tennisBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpaMassageSalon24-hour securityBBQ facilitiesBaggage storageNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry service,"Cambay Sapphire , Gandhinagar is located in the capital of Gujarat and, is spread over an area of 28 acres. It is a luxurious resort in Gandhinagar that is aesthetically designed to lure the guests. The Gandhinagar resort encompasses of 199 rooms that include villas and cottages, all of which are elegantly styled to match the repute of the hotel. The hotel hosts an array of facilities and, recreational activities that include restaurants, health club, spa, banquet halls, gym, amphitheatres and, specific game areas that include games like tennis, squash and billiards. The star attraction of this hotel is its nine-hole golf course. This golf course comprises of two levels and, sixteen driving stations, the driving range of which is 240 mtr(length) by 40mtr(width). Cambay Gandhinagar, one of the luxurious golf courses in ahmedabad, also hosts a golf academy where people are trained in golf and, plays host various golf tournaments too. Located away from the hustle-bustle of the city, this resort near Ahmedabad, offers peace and, tranquility to its guests.",,"23 Plot No Sector 25, Gandhinagar 382010 India",Gandhinagar,,
Fortune Inn Haveli,,4.5,Free parkingWifiRestaurantKids stay freeAirport transportationBusiness Centre with Internet AccessConference facilitiesConciergeInternetBreakfast availableBreakfast buffetComplimentary welcome drinkCar hireBanquet roomMeeting roomsNewspaperDoorpersonFirst aid kitUmbrella24-hour front deskExpress check-in / check-outDry cleaningLaundry serviceIroning service,"Fortune Inn Haveli is a contemporary full service hotel located in the heart of Gandhinagar. Situated right opposite the Secretariat, the hotel is just a 20 minute drive from Sardar Vallabhbhai Patel International Airport in Ahmedabad and 3 km from Gandhinagar Railway Station. As the name suggests, Fortune Inn Haveli offers traditional Indian hospitality combined with best in class services and facilities, making your stay in Gandhinagar a pleasurable experience",,"Plot 235, Sector 11, Gandhinagar 382010 India",Gandhinagar,,
Mint Amba Suites,$ 36,3.0,Free parkingFree High Speed Internet (WiFi)Free internetRestaurantChildren Activities (Kid / Family Friendly)Currency exchangeNon-smoking hotelLaundry serviceWifiInternet,"Amba Suites - The Spiritual abode where peace of mind is restored. The hotel features 41 Deluxe rooms, 18 Suite Rooms and 5 Twin Rooms that are well furnished to meet all your needs. The Suites offer a separate elegant seating area, work desk, and a fully equipped dry pantry. A sophisticated blend of contemporary style and minimalistic design, which is ideal for short as well as extended stays.","('Dada Bhagwan Temple', 'Gurudwara Gobind Dham', 'Adalaj Trimandir', 'Vaishnodevi Temple')","Shivam 2, Amba Business Park, Behind Trimandir, Ahmedabad Kalol Hwy Adalaj, Gandhinagar 382421 India",Gandhinagar,,
Vasundhra Hotel,$ 14,4.5,Free parkingChildren Activities (Kid / Family Friendly)Car hireBaggage storageNewspaper24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,My staying experience at this hotel was awesome. Staff was really working well. They provide nice service. Room was well cleaned and spacious. I was satisfied with stay. Location was also good. There was food available here.,,"GH-5 Road, Plot No 436 Ground Floor Near Axis Bank, Gandhinagar 382016 India",Gandhinagar,,
